"Story","Title","Result","Date","Stability","Duration (s)"
"Seleccion de productos en la app móvil","Seleccionar un producto y verificar su precio","SUCCESS","2025-08-17T03:48:03.623417-05:00[America/Lima]","0.0","44.91"
